/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
83701	100447	17771	35294	16747	17524	92.51	416680	331815	4.02	5.28	redundans_scaffold00071	834
1	309272	1	309272	309272	309272	100.00	611359	415903	50.59	74.36	redundans_scaffold00072	232
309288	611359	1	302072	302072	302072	100.00	611359	302072	49.41	100.00	redundans_scaffold00072	808
361488	385095	88160	64603	23608	23558	99.09	611359	281614	3.86	8.37	redundans_scaffold00072	252
1	401530	1	401530	401530	401530	100.00	401530	401530	100.00	100.00	redundans_scaffold00073	1294
4828	27963	224991	201879	23136	23113	98.42	401530	457333	5.76	5.05	redundans_scaffold00073	666
1	389055	1	389055	389055	389055	100.00	632575	389076	61.50	99.99	redundans_scaffold00074	472
389071	455624	66568	15	66554	66554	100.00	632575	66568	10.52	99.98	redundans_scaffold00074	1330
455655	518550	86078	23183	62896	62896	100.00	632575	86078	9.94	73.07	redundans_scaffold00074	448
496137	513772	1827	19371	17636	17545	93.47	632575	24701	2.79	71.03	redundans_scaffold00074	1810
518596	632575	1	113980	113980	113980	100.00	632575	113980	18.02	100.00	redundans_scaffold00074	1246
1	384283	1	384283	384283	384283	100.00	428200	384301	89.74	100.00	redundans_scaffold00075	962
384299	428200	43902	1	43902	43902	100.00	428200	43902	10.25	100.00	redundans_scaffold00075	1488
1	381379	1	381379	381379	381379	100.00	381379	381379	100.00	100.00	redundans_scaffold00076	632
1	377816	1	377816	377816	377816	100.00	377816	377816	100.00	100.00	redundans_scaffold00077	1114
1	50961	1	50961	50961	50961	100.00	404009	347862	12.61	14.65	redundans_scaffold00078	154
50977	95689	1	44713	44713	44713	100.00	404009	44725	11.07	99.97	redundans_scaffold00078	1728
53027	69302	1720	17907	16276	16188	97.73	404009	33245	4.03	48.69	redundans_scaffold00078	1978
78733	94477	202133	217804	15745	15672	98.78	404009	535692	3.90	2.93	redundans_scaffold00078	948
95705	404009	308305	1	308305	308305	100.00	404009	308305	76.31	100.00	redundans_scaffold00078	624
246419	262936	40247	56672	16518	16426	98.12	404009	520971	4.09	3.15	redundans_scaffold00078	512
264898	282458	57902	75463	17561	17562	99.42	404009	520971	4.35	3.37	redundans_scaffold00078	512
345991	375170	136748	165896	29180	29149	99.01	404009	520971	7.22	5.60	redundans_scaffold00078	512
1	128727	186720	57961	128727	128760	99.88	573768	186720	22.44	68.96	redundans_scaffold00079	528
127151	227394	100262	19	100244	100244	100.00	573768	100262	17.47	99.98	redundans_scaffold00079	286
227410	573768	1	346359	346359	346359	100.00	573768	346359	60.37	100.00	redundans_scaffold00079	1676
1	344185	1	344185	344185	344185	100.00	344185	344185	100.00	100.00	redundans_scaffold00080	1320
1	233118	1	233091	233118	233091	99.93	276362	342712	84.35	68.01	redundans_scaffold00081	1054
245	15957	787	16584	15713	15798	89.28	276362	158036	5.69	10.00	redundans_scaffold00081	1322
232190	276362	44173	1	44173	44173	100.00	276362	44173	15.98	100.00	redundans_scaffold00081	1976
1	319952	1	319952	319952	319952	100.00	319952	319952	100.00	100.00	redundans_scaffold00082	1572
1	182988	1	182988	182988	182988	100.00	506865	182988	36.10	100.00	redundans_scaffold00083	1484
189769	506865	1	317097	317097	317097	100.00	506865	317097	62.56	100.00	redundans_scaffold00083	626
1	272967	1	272967	272967	272967	100.00	848762	317032	32.16	86.10	redundans_scaffold00084	534
99304	118648	82084	62747	19345	19338	93.65	848762	164865	2.28	11.73	redundans_scaffold00084	1734
203215	220620	1302	18692	17406	17391	94.99	848762	62660	2.05	27.75	redundans_scaffold00084	1920
272983	365815	1	92833	92833	92833	100.00	848762	92833	10.94	100.00	redundans_scaffold00084	1834
374566	402769	1	28204	28204	28204	100.00	848762	28204	3.32	100.00	redundans_scaffold00084	852
402945	496190	1	93246	93246	93246	100.00	848762	93272	10.99	99.97	redundans_scaffold00084	558
452716	475293	22705	438	22578	22268	97.63	848762	46871	2.66	47.51	redundans_scaffold00084	2018
478796	495774	70596	53617	16979	16980	97.44	848762	72993	2.00	23.26	redundans_scaffold00084	2190
496206	569764	73577	19	73559	73559	100.00	848762	73577	8.67	99.98	redundans_scaffold00084	1128
573430	670193	237079	140316	96764	96764	100.00	848762	237079	11.40	40.82	redundans_scaffold00084	1248
670209	767795	1	97587	97587	97587	100.00	848762	97587	11.50	100.00	redundans_scaffold00084	6
768593	848762	1	80170	80170	80170	100.00	848762	80170	9.45	100.00	redundans_scaffold00084	1536
776673	793860	6099	23833	17188	17735	94.86	848762	62644	2.03	28.31	redundans_scaffold00084	8
1	315288	1	315288	315288	315288	100.00	315288	315288	100.00	100.00	redundans_scaffold00085	604
1	315119	1	315119	315119	315119	100.00	315119	315119	100.00	100.00	redundans_scaffold00086	38
1	312548	1	312548	312548	312548	100.00	312548	312548	100.00	100.00	redundans_scaffold00087	1392
1	306721	1	306721	306721	306721	100.00	306721	306721	100.00	100.00	redundans_scaffold00088	168
1	26018	26018	1	26018	26018	100.00	193016	26018	13.48	100.00	redundans_scaffold00089	1428
26019	157981	1	131963	131963	131963	100.00	193016	302060	68.37	43.69	redundans_scaffold00089	694
157997	193016	1	35020	35020	35020	100.00	193016	35020	18.14	100.00	redundans_scaffold00089	668
1	298018	1	298018	298018	298018	100.00	298018	298018	100.00	100.00	redundans_scaffold00090	278
1	96748	172342	75595	96748	96748	100.00	459999	172342	21.03	56.14	redundans_scaffold00091	982
96764	355418	1	258655	258655	258655	100.00	459999	293714	56.23	88.06	redundans_scaffold00091	478
264908	283537	171854	190516	18630	18663	95.55	459999	222266	4.05	8.40	redundans_scaffold00091	640
355434	459999	1	104566	104566	104566	100.00	459999	104566	22.73	100.00	redundans_scaffold00091	1384
370325	385918	403878	388286	15594	15593	99.70	459999	414048	3.39	3.77	redundans_scaffold00091	68
370327	385412	103037	87935	15086	15103	98.55	459999	395080	3.28	3.82	redundans_scaffold00091	14
370327	385918	123674	108123	15592	15552	99.47	459999	304075	3.39	5.11	redundans_scaffold00091	402
1	292234	1	292234	292234	292234	100.00	292234	292234	100.00	100.00	redundans_scaffold00092	872
1	234436	1	234436	234436	234436	100.00	363760	289787	64.45	80.90	redundans_scaffold00093	348
234452	363760	1	129309	129309	129309	100.00	363760	129309	35.55	100.00	redundans_scaffold00093	1222
1	283338	1	283338	283338	283338	100.00	283338	283338	100.00	100.00	redundans_scaffold00094	1374
1	265303	1	265303	265303	265303	100.00	298866	265303	88.77	100.00	redundans_scaffold00095	598
231560	252314	133676	112721	20755	20956	98.00	298866	705048	6.94	2.97	redundans_scaffold00095	716
275984	298866	1	22883	22883	22883	100.00	298866	22883	7.66	100.00	redundans_scaffold00095	806
1	115116	1	115116	115116	115116	100.00	379177	170024	30.36	67.71	redundans_scaffold00096	446
115132	379177	1	264046	264046	264046	100.00	379177	264046	69.64	100.00	redundans_scaffold00096	1200
1	261735	1	261735	261735	261735	100.00	261735	261735	100.00	100.00	redundans_scaffold00097	940
1	77509	180493	102985	77509	77509	100.00	334809	180493	23.15	42.94	redundans_scaffold00098	680
77525	334809	1	257285	257285	257285	100.00	334809	257285	76.85	100.00	redundans_scaffold00098	404
148326	169293	88171	67183	20968	20989	97.13	334809	568477	6.26	3.69	redundans_scaffold00098	94
272619	288115	1174272	1189561	15497	15290	97.24	334809	2072160	4.63	0.74	redundans_scaffold00098	40
1	246356	1	246356	246356	246356	100.00	246356	246356	100.00	100.00	redundans_scaffold00099	122
1	245956	1	245956	245956	245956	100.00	245956	245956	100.00	100.00	redundans_scaffold00100	1518
178788	207794	67441	38498	29007	28944	93.70	245956	92513	11.79	31.29	redundans_scaffold00100	1370
1	237988	1	237988	237988	237988	100.00	237988	237988	100.00	100.00	redundans_scaffold00101	1230
1	149057	1	149057	149057	149057	100.00	393959	149057	37.84	100.00	redundans_scaffold00102	1298
158821	393959	1	235139	235139	235139	100.00	393959	235139	59.69	100.00	redundans_scaffold00102	1140
1	228593	1	228593	228593	228593	100.00	228593	228593	100.00	100.00	redundans_scaffold00103	1530
1	224055	1	224055	224055	224055	100.00	224055	224055	100.00	100.00	redundans_scaffold00104	176
152650	177659	64047	89106	25010	25060	93.20	224055	118430	11.16	21.16	redundans_scaffold00104	1408
1	222236	1	222236	222236	222236	100.00	222236	222236	100.00	100.00	redundans_scaffold00106	706
1	133139	133139	1	133139	133139	100.00	353340	133139	37.68	100.00	redundans_scaffold00107	522
133410	353340	1	219931	219931	219931	100.00	353340	219931	62.24	100.00	redundans_scaffold00107	218
1	218021	1	218021	218021	218021	100.00	218021	218021	100.00	100.00	redundans_scaffold00108	1672
1	204936	1	204936	204936	204936	100.00	204936	204936	100.00	100.00	redundans_scaffold00110	1310
1	204429	1	204429	204429	204429	100.00	204429	204429	100.00	100.00	redundans_scaffold00111	1360
20825	39830	107626	88575	19006	19052	99.12	204429	188422	9.30	10.11	redundans_scaffold00111	1284
20841	40126	85638	66369	19286	19270	99.42	204429	134229	9.43	14.36	redundans_scaffold00111	30
22101	39830	869489	851815	17730	17675	99.42	204429	982176	8.67	1.80	redundans_scaffold00111	230
1	183478	1	183478	183478	183478	100.00	376963	203617	48.67	90.11	redundans_scaffold00112	428
183494	376963	1	193470	193470	193470	100.00	376963	193470	51.32	100.00	redundans_scaffold00112	504
1	124791	1	124791	124791	124791	100.00	393598	200916	31.71	62.11	redundans_scaffold00113	1172
124807	271366	191447	44888	146560	146560	100.00	393598	191447	37.24	76.55	redundans_scaffold00113	1882
271382	393598	1	122217	122217	122217	100.00	393598	122217	31.05	100.00	redundans_scaffold00113	264
1	195465	1	195465	195465	195465	100.00	195465	195465	100.00	100.00	redundans_scaffold00114	752
1	193905	1	193905	193905	193905	100.00	193905	193905	100.00	100.00	redundans_scaffold00115	250
1	182690	1	182690	182690	182690	100.00	182690	182690	100.00	100.00	redundans_scaffold00116	1394
1	180672	1	180672	180672	180672	100.00	180672	180672	100.00	100.00	redundans_scaffold00117	548
1	44809	1	44809	44809	44809	100.00	184565	178424	24.28	25.11	redundans_scaffold00118	1058
44825	141875	1	97051	97051	97051	100.00	184565	123389	52.58	78.65	redundans_scaffold00118	1598
141891	184565	42675	1	42675	42675	100.00	184565	42675	23.12	100.00	redundans_scaffold00118	1690
1	175267	1	175267	175267	175267	100.00	175267	175267	100.00	100.00	redundans_scaffold00119	1454
1	172048	1	172048	172048	172048	100.00	172048	172048	100.00	100.00	redundans_scaffold00120	454
29505	45032	123756	108255	15528	15502	98.00	172048	167168	9.03	9.27	redundans_scaffold00120	178
1	101792	1	101792	101792	101792	100.00	310570	113281	32.78	89.86	redundans_scaffold00121	1642
101808	143622	1	41815	41815	41815	100.00	310570	57606	13.46	72.59	redundans_scaffold00121	904
109044	125989	91457	108374	16946	16918	98.18	310570	113281	5.46	14.93	redundans_scaffold00121	1642
143638	310570	1	166933	166933	166933	100.00	310570	166933	53.75	100.00	redundans_scaffold00121	744
151764	175464	33885	57604	23701	23720	98.55	310570	57606	7.63	41.18	redundans_scaffold00121	904
1	166294	1	166294	166294	166294	100.00	166294	166294	100.00	100.00	redundans_scaffold00122	1432
1	162728	1	162728	162728	162728	100.00	162728	162728	100.00	100.00	redundans_scaffold00123	1610
85706	103342	516912	499270	17637	17643	99.67	162728	1062192	10.84	1.66	redundans_scaffold00123	26
1	160351	1	160351	160351	160351	100.00	160351	160351	100.00	100.00	redundans_scaffold00124	1692
1	158689	1	158689	158689	158689	100.00	158689	158689	100.00	100.00	redundans_scaffold00126	1160
1	158424	1	158424	158424	158424	100.00	261516	158424	60.58	100.00	redundans_scaffold00127	1074
174238	261516	87279	1	87279	87279	100.00	261516	87279	33.37	100.00	redundans_scaffold00127	452
1	156790	1	156790	156790	156790	100.00	156790	156790	100.00	100.00	redundans_scaffold00128	58
1	38462	38476	15	38462	38462	100.00	288232	38476	13.34	99.96	redundans_scaffold00129	1414
38478	194443	1	155966	155966	155966	100.00	288232	155966	54.11	100.00	redundans_scaffold00129	628
227590	288232	1	60643	60643	60643	100.00	288232	60643	21.04	100.00	redundans_scaffold00129	938
1	152250	1	152250	152250	152250	100.00	303699	152250	50.13	100.00	redundans_scaffold00130	1104
157137	303699	1	146563	146563	146563	100.00	303699	146563	48.26	100.00	redundans_scaffold00130	1696
1	150008	1	150008	150008	150008	100.00	150008	150008	100.00	100.00	redundans_scaffold00131	1670
50121	65801	78473	94066	15681	15594	93.42	150008	491284	10.45	3.17	redundans_scaffold00131	1218
131751	150005	1327918	1346200	18255	18283	98.81	150008	1440284	12.17	1.27	redundans_scaffold00131	912
1	148441	1	148441	148441	148441	100.00	148441	148441	100.00	100.00	redundans_scaffold00132	996
1	147144	1	147144	147144	147144	100.00	147144	147144	100.00	100.00	redundans_scaffold00134	862
1	115291	1	115291	115291	115291	100.00	201342	146949	57.26	78.46	redundans_scaffold00135	1440
115307	201342	86036	1	86036	86036	100.00	201342	86036	42.73	100.00	redundans_scaffold00135	1492
1	129513	129513	1	129513	129513	100.00	294521	129513	43.97	100.00	redundans_scaffold00137	954
153877	294521	1	140645	140645	140645	100.00	294521	140645	47.75	100.00	redundans_scaffold00137	1052
16	138592	1	138577	138577	138577	100.00	138592	138577	99.99	100.00	redundans_scaffold00139	1274
1	137144	1	137144	137144	137144	100.00	137144	137144	100.00	100.00	redundans_scaffold00140	772
1	137008	1	137008	137008	137008	100.00	137008	137008	100.00	100.00	redundans_scaffold00141	1678
1	136737	1	136737	136737	136737	100.00	136737	136737	100.00	100.00	redundans_scaffold00142	976
1	132682	1	132682	132682	132682	100.00	132682	132682	100.00	100.00	redundans_scaffold00144	1900
1	129911	1	129911	129911	129911	100.00	129911	129911	100.00	100.00	redundans_scaffold00145	994
37755	53189	96652	112142	15435	15491	97.09	129911	193048	11.88	8.02	redundans_scaffold00145	692
1	93223	1	93223	93223	93223	100.00	130068	129871	71.67	71.78	redundans_scaffold00146	1198
93239	130068	1	36830	36830	36830	100.00	130068	36830	28.32	100.00	redundans_scaffold00146	1080
104555	123417	111119	129871	18863	18753	97.68	130068	129871	14.50	14.44	redundans_scaffold00146	1198
1	124815	1	124815	124815	124815	100.00	124815	124815	100.00	100.00	redundans_scaffold00148	1858
1	120180	1	120180	120180	120180	100.00	120180	120180	100.00	100.00	redundans_scaffold00149	1324
1	119841	1	119841	119841	119841	100.00	119841	119841	100.00	100.00	redundans_scaffold00150	1396
1	119579	1	119579	119579	119579	100.00	119579	119579	100.00	100.00	redundans_scaffold00151	1780
1	119548	1	119548	119548	119548	100.00	119548	119548	100.00	100.00	redundans_scaffold00152	1460
1	119448	1	119448	119448	119448	100.00	119448	119448	100.00	100.00	redundans_scaffold00153	236
1	118287	1	118287	118287	118287	100.00	118287	118287	100.00	100.00	redundans_scaffold00154	1550
1	118105	1	118105	118105	118105	100.00	118105	118105	100.00	100.00	redundans_scaffold00155	1452
1	117657	1	117657	117657	117657	100.00	117657	117657	100.00	100.00	redundans_scaffold00156	856
1	117110	1	117110	117110	117110	100.00	117110	117110	100.00	100.00	redundans_scaffold00157	866
1	115935	1	115935	115935	115935	100.00	115935	115935	100.00	100.00	redundans_scaffold00158	144
32603	49857	560926	578065	17255	17140	90.39	115935	600914	14.88	2.85	redundans_scaffold00158	78
52181	67610	54112	38820	15430	15293	95.13	115935	92565	13.31	16.52	redundans_scaffold00158	140
1	114797	1	114797	114797	114797	100.00	114797	114797	100.00	100.00	redundans_scaffold00159	1622
45391	67011	76430	98046	21621	21617	99.55	114797	314923	18.83	6.86	redundans_scaffold00159	990
86223	105691	654796	635318	19469	19479	96.57	114797	1115537	16.96	1.75	redundans_scaffold00159	844
1	114584	1	114584	114584	114584	100.00	114584	114584	100.00	100.00	redundans_scaffold00160	1626
1	107255	1	107255	107255	107255	100.00	107255	107255	100.00	100.00	redundans_scaffold00163	1648
16	105872	1	105857	105857	105857	100.00	105872	105857	99.99	100.00	redundans_scaffold00164	1638
1	103966	1	103966	103966	103966	100.00	103966	103966	100.00	100.00	redundans_scaffold00165	1630
1	96174	1	96174	96174	96174	100.00	121778	103957	78.97	92.51	redundans_scaffold00166	850
96190	121778	25589	1	25589	25589	100.00	121778	25589	21.01	100.00	redundans_scaffold00166	2124
1	103754	1	103754	103754	103754	100.00	103754	103754	100.00	100.00	redundans_scaffold00167	1106
1	103335	1	103335	103335	103335	100.00	138419	103343	74.65	99.99	redundans_scaffold00168	824
103351	138419	1	35069	35069	35069	100.00	138419	35069	25.34	100.00	redundans_scaffold00168	564
115316	137705	24965	2006	22390	22960	95.08	138419	28322	16.18	81.07	redundans_scaffold00168	2108
1	102292	1	102292	102292	102292	100.00	102292	102292	100.00	100.00	redundans_scaffold00169	1624
1	101686	1	101686	101686	101686	100.00	101686	101686	100.00	100.00	redundans_scaffold00170	92
5941	107587	1	101647	101647	101647	100.00	107587	101647	94.48	100.00	redundans_scaffold00171	1716
1	101056	1	101056	101056	101056	100.00	101056	101056	100.00	100.00	redundans_scaffold00172	936
1	100357	1	100357	100357	100357	100.00	100357	100357	100.00	100.00	redundans_scaffold00173	1848
1	100239	1	100239	100239	100239	100.00	100239	100239	100.00	100.00	redundans_scaffold00174	148
1	23282	23282	1	23282	23282	100.00	120055	23282	19.39	100.00	redundans_scaffold00175	1984
23298	120055	1	96758	96758	96758	100.00	120055	96758	80.59	100.00	redundans_scaffold00175	1714
32285	56131	70623	46822	23847	23802	99.40	120055	94931	19.86	25.07	redundans_scaffold00175	266
1	93616	1	93616	93616	93616	100.00	93616	93616	100.00	100.00	redundans_scaffold00177	358
1	22811	1	22811	22811	22811	100.00	116091	27551	19.65	82.80	redundans_scaffold00178	1660
22827	116091	1	93265	93265	93265	100.00	116091	93265	80.34	100.00	redundans_scaffold00178	1662
1	90235	1	90235	90235	90235	100.00	90235	90235	100.00	100.00	redundans_scaffold00179	1022
1	89369	1	89369	89369	89369	100.00	89369	89369	100.00	100.00	redundans_scaffold00180	1436
1	88115	1	88115	88115	88115	100.00	88115	88115	100.00	100.00	redundans_scaffold00181	1066
1	86763	1	86763	86763	86763	100.00	86763	86763	100.00	100.00	redundans_scaffold00182	602
1	86207	1	86207	86207	86207	100.00	86207	86207	100.00	100.00	redundans_scaffold00183	738
14027	31825	138174	120395	17799	17780	99.46	86207	535692	20.65	3.32	redundans_scaffold00183	948
1	84689	1	84689	84689	84689	100.00	84689	84689	100.00	100.00	redundans_scaffold00184	1382
1	82994	1	82994	82994	82994	100.00	168391	82994	49.29	100.00	redundans_scaffold00185	1256
83901	168391	1	84491	84491	84491	100.00	168391	84491	50.18	100.00	redundans_scaffold00185	1738
1	83896	1	83896	83896	83896	100.00	83896	83896	100.00	100.00	redundans_scaffold00186	966
1	83567	1	83567	83567	83567	100.00	83567	83567	100.00	100.00	redundans_scaffold00187	1528
1	82786	1	82786	82786	82786	100.00	82786	82786	100.00	100.00	redundans_scaffold00188	224
1	82651	1	82651	82651	82651	100.00	82651	82651	100.00	100.00	redundans_scaffold00189	390
1	82616	1	82616	82616	82616	100.00	82616	82616	100.00	100.00	redundans_scaffold00190	438
1	82525	1	82525	82525	82525	100.00	82525	82525	100.00	100.00	redundans_scaffold00191	1772
1	80429	1	80429	80429	80429	100.00	80429	80429	100.00	100.00	redundans_scaffold00193	1982
11258	88645	1	77388	77388	77388	100.00	148917	77408	51.97	99.97	redundans_scaffold00194	2024
88661	148917	60257	1	60257	60257	100.00	148917	60257	40.46	100.00	redundans_scaffold00194	1828
1	76859	1	76859	76859	76859	100.00	76859	76859	100.00	100.00	redundans_scaffold00195	1554
1	75896	1	75896	75896	75896	100.00	75896	75896	100.00	100.00	redundans_scaffold00196	1544
43721	59242	73280	88961	15522	15682	94.28	75896	741226	20.45	2.12	redundans_scaffold00196	702
1	75817	1	75817	75817	75817	100.00	75817	75817	100.00	100.00	redundans_scaffold00197	978
1	75570	1	75570	75570	75570	100.00	75570	75570	100.00	100.00	redundans_scaffold00198	1110
13484	30668	53115	35681	17185	17435	96.57	75570	63134	22.74	27.62	redundans_scaffold00198	1902
20071	35521	39609	23992	15451	15618	96.79	75570	63134	20.45	24.74	redundans_scaffold00198	1902
1	74736	1	74736	74736	74736	100.00	74736	74736	100.00	100.00	redundans_scaffold00199	574
5889	21659	4900	20645	15771	15746	98.49	74736	71831	21.10	21.92	redundans_scaffold00199	526
55419	74239	51141	70031	18821	18891	98.28	74736	71831	25.18	26.30	redundans_scaffold00199	526
1	74299	1	74299	74299	74299	100.00	74299	74299	100.00	100.00	redundans_scaffold00200	610
1	73853	1	73853	73853	73853	100.00	73853	73853	100.00	100.00	redundans_scaffold00202	1220
1	73780	1	73780	73780	73780	100.00	73780	73780	100.00	100.00	redundans_scaffold00203	974
1	73302	1	73302	73302	73302	100.00	73302	73302	100.00	100.00	redundans_scaffold00204	316
1	65878	1	65878	65878	65878	100.00	65878	65878	100.00	100.00	redundans_scaffold00207	614
1	65795	1	65795	65795	65795	100.00	65795	65795	100.00	100.00	redundans_scaffold00208	118
1	62702	1	62702	62702	62702	100.00	62702	62702	100.00	100.00	redundans_scaffold00210	1288
1	61922	1	61922	61922	61922	100.00	61922	61922	100.00	100.00	redundans_scaffold00211	1956
1	60873	1	60873	60873	60873	100.00	60873	60873	100.00	100.00	redundans_scaffold00212	1506
1	60670	1	60670	60670	60670	100.00	98495	60693	61.60	99.96	redundans_scaffold00213	1402
60686	98495	37810	1	37810	37810	100.00	98495	37810	38.39	100.00	redundans_scaffold00213	796
1	59232	1	59232	59232	59232	100.00	59232	59232	100.00	100.00	redundans_scaffold00214	312
1	58357	1	58357	58357	58357	100.00	58357	58357	100.00	100.00	redundans_scaffold00215	1840
1	56641	1	56641	56641	56641	100.00	56641	56641	100.00	100.00	redundans_scaffold00216	1762
1	56470	1	56470	56470	56470	100.00	56470	56470	100.00	100.00	redundans_scaffold00217	1946
1	55061	1	55061	55061	55061	100.00	55061	55061	100.00	100.00	redundans_scaffold00218	1736
1	42703	1	42703	42703	42703	100.00	98046	42703	43.55	100.00	redundans_scaffold00219	186
43523	98046	1	54524	54524	54524	100.00	98046	54524	55.61	100.00	redundans_scaffold00219	184
1	54278	1	54278	54278	54278	100.00	54278	54278	100.00	100.00	redundans_scaffold00220	1296
1	51530	1	51530	51530	51530	100.00	51530	51530	100.00	100.00	redundans_scaffold00221	650
1	50657	1	50657	50657	50657	100.00	50657	50657	100.00	100.00	redundans_scaffold00222	950
1	50422	1	50422	50422	50422	100.00	50422	50422	100.00	100.00	redundans_scaffold00223	1620
1	50273	1	50273	50273	50273	100.00	50273	50273	100.00	100.00	redundans_scaffold00224	422
1	49105	1	49105	49105	49105	100.00	49105	49105	100.00	100.00	redundans_scaffold00225	1132
1	48955	1	48955	48955	48955	100.00	48955	48955	100.00	100.00	redundans_scaffold00226	1564
1	48561	1	48561	48561	48561	100.00	48561	48561	100.00	100.00	redundans_scaffold00227	1524
1	22285	1	22285	22285	22285	100.00	95661	44419	23.30	50.17	redundans_scaffold00228	846
22301	47141	1	24841	24841	24841	100.00	95661	37894	25.97	65.55	redundans_scaffold00228	1922
47157	95661	1	48505	48505	48505	100.00	95661	48505	50.71	100.00	redundans_scaffold00228	1754
48495	64092	1570	17178	15598	15609	93.20	95661	35232	16.31	44.30	redundans_scaffold00228	1782
1	46570	1	46570	46570	46570	100.00	46570	46570	100.00	100.00	redundans_scaffold00229	1898
1	45155	1	45155	45155	45155	100.00	45155	45155	100.00	100.00	redundans_scaffold00230	1196
1	43567	1	43567	43567	43567	100.00	77836	43567	55.97	100.00	redundans_scaffold00231	884
48714	77836	29123	1	29123	29123	100.00	77836	29123	37.42	100.00	redundans_scaffold00231	1232
1	41613	1	41613	41613	41613	100.00	41613	41613	100.00	100.00	redundans_scaffold00232	72
1	40726	1	40726	40726	40726	100.00	40726	40726	100.00	100.00	redundans_scaffold00234	1770
1	39696	1	39696	39696	39696	100.00	39696	39696	100.00	100.00	redundans_scaffold00236	1952
1	39615	1	39615	39615	39615	100.00	39615	39615	100.00	100.00	redundans_scaffold00237	1504
1	38655	1	38655	38655	38655	100.00	38655	38655	100.00	100.00	redundans_scaffold00238	1960
1	37609	1	37609	37609	37609	100.00	37609	37609	100.00	100.00	redundans_scaffold00239	412
1	29987	1	29987	29987	29987	100.00	68917	29987	43.51	100.00	redundans_scaffold00240	886
31855	68917	1	37063	37063	37063	100.00	68917	37063	53.78	100.00	redundans_scaffold00240	888
9939	45472	1	35534	35534	35534	100.00	45472	35534	78.14	100.00	redundans_scaffold00243	1464
1	35522	1	35522	35522	35522	100.00	35522	35522	100.00	100.00	redundans_scaffold00244	2082
1	35279	1	35279	35279	35279	100.00	61799	35310	57.09	99.91	redundans_scaffold00245	1704
35295	61799	1	26505	26505	26505	100.00	61799	26505	42.89	100.00	redundans_scaffold00245	1706
1	33872	1	33872	33872	33872	100.00	33872	33872	100.00	100.00	redundans_scaffold00246	2062
1	33068	1	33068	33068	33068	100.00	33068	33068	100.00	100.00	redundans_scaffold00248	1980
1	30530	1	30530	30530	30530	100.00	30530	30530	100.00	100.00	redundans_scaffold00249	1718
1	29730	1	29730	29730	29730	100.00	29730	29730	100.00	100.00	redundans_scaffold00250	1974
1	28228	1	28228	28228	28228	100.00	28228	28228	100.00	100.00	redundans_scaffold00251	2040
1	27043	1	27043	27043	27043	100.00	27043	27043	100.00	100.00	redundans_scaffold00252	1176
1	25093	1	25093	25093	25093	100.00	25093	25093	100.00	100.00	redundans_scaffold00253	970
1	24816	1	24816	24816	24816	100.00	24816	24816	100.00	100.00	redundans_scaffold00254	1926
1	21882	1	21882	21882	21882	100.00	21882	21882	100.00	100.00	redundans_scaffold00255	1962
1	20966	1	20966	20966	20966	100.00	20966	20966	100.00	100.00	redundans_scaffold00258	1994
1	18987	1	18987	18987	18987	100.00	18987	18987	100.00	100.00	redundans_scaffold00260	1446
1	17902	1	17902	17902	17902	100.00	17902	17902	100.00	100.00	redundans_scaffold00261	1966
1	15179	1	15179	15179	15179	100.00	15179	15179	100.00	100.00	redundans_scaffold00262	2144
