/media/mike/WD_4TB/karyon_longread/concat_mrl20k_q15l15k_pepper/outputs/redundans/scaffolds.reduced.fasta /media/mike/WD_4TB/karyon_longread/data/assemblies/concat_mrl20k_q15l15k_pepper.fasta
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1923260	1928606	385028	379685	5347	5344	96.98	3026171	558109	0.18	0.96	redundans_scaffold00012	1332
1929442	1932320	375850	372962	2879	2889	94.64	3026171	558109	0.10	0.52	redundans_scaffold00012	1332
1931911	1941958	373025	362991	10048	10035	96.53	3026171	558109	0.33	1.80	redundans_scaffold00012	1332
1939500	1941958	361405	358949	2459	2457	97.25	3026171	558109	0.08	0.44	redundans_scaffold00012	1332
1941962	1950697	98046	89306	8736	8741	99.55	3026171	314923	0.29	2.78	redundans_scaffold00012	990
1941962	1943173	101285	100072	1212	1214	99.67	3026171	314923	0.04	0.39	redundans_scaffold00012	990
1941967	1957030	494377	479327	15064	15051	98.14	3026171	520971	0.50	2.89	redundans_scaffold00012	512
1942238	1946463	58878	63134	4226	4257	97.71	3026171	63134	0.14	6.74	redundans_scaffold00012	1902
1957815	2023311	112244	46748	65497	65497	100.00	3026171	112244	2.16	58.35	redundans_scaffold00012	1640
1957815	1960725	97813	94887	2911	2927	91.54	3026171	97813	0.10	2.99	redundans_scaffold00012	572
1960892	1966330	94721	89300	5439	5422	91.71	3026171	97813	0.18	5.54	redundans_scaffold00012	572
1966341	1981190	325209	340057	14850	14849	99.18	3026171	456556	0.49	3.25	redundans_scaffold00012	1456
1966341	1987963	24028	2416	21623	21613	99.80	3026171	141638	0.71	15.26	redundans_scaffold00012	1774
1966341	1987964	500060	478441	21624	21620	99.86	3026171	871801	0.71	2.48	redundans_scaffold00012	468
1966346	1987963	494377	472775	21618	21603	98.39	3026171	520971	0.71	4.15	redundans_scaffold00012	512
1967553	1987962	96833	76430	20410	20404	99.74	3026171	314923	0.67	6.48	redundans_scaffold00012	990
1969997	1987962	29515	11548	17966	17968	99.72	3026171	395080	0.59	4.55	redundans_scaffold00012	14
1970564	1987967	473881	456477	17404	17405	99.76	3026171	671700	0.58	2.59	redundans_scaffold00012	216
1984111	1987962	340057	343920	3852	3864	98.43	3026171	456556	0.13	0.85	redundans_scaffold00012	1456
1988257	1991179	87462	90468	2923	3007	94.69	3026171	158505	0.10	1.90	redundans_scaffold00012	204
1997802	2009149	89003	77635	11348	11369	96.30	3026171	97813	0.37	11.62	redundans_scaffold00012	572
2001734	2009047	38832	31455	7314	7378	92.59	3026171	38838	0.24	19.00	redundans_scaffold00012	1150
2009586	2011094	31364	29848	1509	1517	85.46	3026171	38838	0.05	3.91	redundans_scaffold00012	1150
2009590	2013364	77635	73831	3775	3805	88.94	3026171	97813	0.12	3.89	redundans_scaffold00012	572
2011671	2013501	28699	26888	1831	1812	90.91	3026171	38838	0.06	4.67	redundans_scaffold00012	1150
2014187	2023311	26896	17579	9125	9318	89.79	3026171	38838	0.30	23.99	redundans_scaffold00012	1150
2014187	2019741	73682	68056	5555	5627	90.14	3026171	97813	0.18	5.75	redundans_scaffold00012	572
2020034	2022587	67852	65321	2554	2532	91.74	3026171	97813	0.08	2.59	redundans_scaffold00012	572
2023342	2115294	1	91953	91953	91953	100.00	3026171	456556	3.04	20.14	redundans_scaffold00012	1456
2024818	2026218	1246588	1247893	1401	1306	82.67	3026171	1440284	0.05	0.09	redundans_scaffold00012	912
2028713	2030820	996536	994459	2108	2078	98.29	3026171	1115537	0.07	0.19	redundans_scaffold00012	844
2031131	2051288	994458	974357	20158	20102	99.30	3026171	1115537	0.67	1.80	redundans_scaffold00012	844
2057005	2058117	143715	142603	1113	1113	88.15	3026171	1062192	0.04	0.10	redundans_scaffold00012	26
2058212	2059245	1255377	1256407	1034	1031	90.41	3026171	1440284	0.03	0.07	redundans_scaffold00012	912
2071368	2073127	98859	97090	1760	1770	90.98	3026171	151813	0.06	1.17	redundans_scaffold00012	410
2071368	2072846	647717	649202	1479	1486	88.16	3026171	871801	0.05	0.17	redundans_scaffold00012	468
2071368	2073101	328825	330559	1734	1735	91.08	3026171	1009615	0.06	0.17	redundans_scaffold00012	736
2071372	2072631	129735	128472	1260	1264	89.69	3026171	304858	0.04	0.41	redundans_scaffold00012	394
2071383	2073533	30889	28758	2151	2132	89.08	3026171	304858	0.07	0.70	redundans_scaffold00012	394
2077779	2078867	132207	131117	1089	1091	91.07	3026171	1062192	0.04	0.10	redundans_scaffold00012	26
2077779	2078954	1275924	1277065	1176	1142	88.45	3026171	1440284	0.04	0.08	redundans_scaffold00012	912
2079382	2080609	129961	128724	1228	1238	85.77	3026171	1062192	0.04	0.12	redundans_scaffold00012	26
2079382	2080609	145167	146409	1228	1243	85.09	3026171	1062192	0.04	0.12	redundans_scaffold00012	26
2079424	2080609	1277072	1278282	1186	1211	83.84	3026171	1440284	0.04	0.08	redundans_scaffold00012	912
2088425	2091116	128521	125874	2692	2648	85.33	3026171	1062192	0.09	0.25	redundans_scaffold00012	26
2089818	2091636	1278637	1280421	1819	1785	86.67	3026171	1440284	0.06	0.12	redundans_scaffold00012	912
2098519	2099761	120338	119108	1243	1231	93.86	3026171	1062192	0.04	0.12	redundans_scaffold00012	26
2100793	2102690	1287492	1289414	1898	1923	86.06	3026171	1440284	0.06	0.13	redundans_scaffold00012	912
2101491	2103276	117016	115281	1786	1736	84.21	3026171	1062192	0.06	0.16	redundans_scaffold00012	26
2112180	2113394	94255	93005	1215	1251	84.36	3026171	456556	0.04	0.27	redundans_scaffold00012	1456
2113852	2115294	110525	109186	1443	1340	82.27	3026171	1062192	0.05	0.13	redundans_scaffold00012	26
2115310	2120998	1	5803	5689	5803	96.63	3026171	60966	0.19	9.52	redundans_scaffold00012	2022
2115310	2118151	4400	7265	2842	2866	97.25	3026171	60966	0.09	4.70	redundans_scaffold00012	2022
2115310	2227667	171857	59500	112358	112358	100.00	3026171	171857	3.71	65.38	redundans_scaffold00012	260
2120998	2124920	6710	10637	3923	3928	98.48	3026171	60966	0.13	6.44	redundans_scaffold00012	2022
2125785	2130161	11926	16315	4377	4390	98.77	3026171	60966	0.14	7.20	redundans_scaffold00012	2022
2130328	2134405	16312	20461	4078	4150	95.63	3026171	60966	0.13	6.81	redundans_scaffold00012	2022
2132389	2133658	159372	160563	1270	1192	85.61	3026171	904282	0.04	0.13	redundans_scaffold00012	322
2137731	2140364	23002	25623	2634	2622	98.03	3026171	60966	0.09	4.30	redundans_scaffold00012	2022
2145014	2146041	32212	33332	1028	1121	84.93	3026171	60966	0.03	1.84	redundans_scaffold00012	2022
2148590	2151397	34321	37128	2808	2808	96.28	3026171	60966	0.09	4.61	redundans_scaffold00012	2022
2150644	2155366	44400	49106	4723	4707	98.61	3026171	60966	0.16	7.72	redundans_scaffold00012	2022
2151397	2152518	39656	40775	1122	1120	99.02	3026171	60966	0.04	1.84	redundans_scaffold00012	2022
2155946	2161401	49097	54634	5456	5538	97.37	3026171	60966	0.18	9.08	redundans_scaffold00012	2022
2158521	2159822	40973	42272	1302	1300	98.24	3026171	60966	0.04	2.13	redundans_scaffold00012	2022
2159584	2161121	42567	44051	1538	1485	96.04	3026171	60966	0.05	2.44	redundans_scaffold00012	2022
2161394	2162634	399780	401026	1241	1247	91.88	3026171	560331	0.04	0.22	redundans_scaffold00012	64
2161401	2162629	23529	24762	1229	1234	94.60	3026171	101101	0.04	1.22	redundans_scaffold00012	1386
2161401	2162629	513419	512190	1229	1230	94.44	3026171	526910	0.04	0.23	redundans_scaffold00012	340
2162688	2167258	54658	59207	4571	4550	95.40	3026171	60966	0.15	7.46	redundans_scaffold00012	2022
2167502	2168852	59263	60660	1351	1398	88.03	3026171	60966	0.04	2.29	redundans_scaffold00012	2022
2172536	2174647	199699	201913	2112	2215	85.70	3026171	904282	0.07	0.24	redundans_scaffold00012	322
2174664	2175803	202209	203343	1140	1135	89.28	3026171	904282	0.04	0.13	redundans_scaffold00012	322
2175806	2176931	80270	81323	1126	1054	86.73	3026171	157915	0.04	0.67	redundans_scaffold00012	1686
2182085	2187014	209439	214354	4930	4916	87.11	3026171	904282	0.16	0.54	redundans_scaffold00012	322
2189836	2191042	217260	218492	1207	1233	87.28	3026171	904282	0.04	0.14	redundans_scaffold00012	322
2199025	2200293	239845	241105	1269	1261	91.89	3026171	904282	0.04	0.14	redundans_scaffold00012	322
2227683	2401559	1	173877	173877	173877	100.00	3026171	310515	5.75	56.00	redundans_scaffold00012	662
2228082	2230601	15372	12774	2520	2599	90.19	3026171	18667	0.08	13.92	redundans_scaffold00012	1668
2228293	2229607	18667	17311	1315	1357	90.81	3026171	18667	0.04	7.27	redundans_scaffold00012	1668
2233541	2235134	10030	8433	1594	1598	82.41	3026171	22421	0.05	7.13	redundans_scaffold00012	1534
2233541	2235134	24852	26448	1594	1597	82.35	3026171	193048	0.05	0.83	redundans_scaffold00012	692
2234103	2240537	42726	36308	6435	6419	98.82	3026171	52431	0.21	12.24	redundans_scaffold00012	1886
2237293	2238975	6257	4583	1683	1675	84.76	3026171	22421	0.06	7.47	redundans_scaffold00012	1534
2237293	2238975	28622	30302	1683	1681	84.36	3026171	193048	0.06	0.87	redundans_scaffold00012	692
2249652	2251124	222246	223683	1473	1438	89.87	3026171	904282	0.05	0.16	redundans_scaffold00012	322
2252632	2253840	239912	241119	1209	1208	92.42	3026171	904282	0.04	0.13	redundans_scaffold00012	322
2277617	2278713	245554	246603	1097	1050	85.41	3026171	904282	0.04	0.12	redundans_scaffold00012	322
2296798	2302654	56911	51070	5857	5842	98.69	3026171	171857	0.19	3.40	redundans_scaffold00012	260
2305733	2307095	49221	47767	1363	1455	83.27	3026171	171857	0.05	0.85	redundans_scaffold00012	260
2307090	2311521	43486	39089	4432	4398	91.61	3026171	171857	0.15	2.56	redundans_scaffold00012	260
2314593	2315973	274701	276025	1381	1325	87.62	3026171	904282	0.05	0.15	redundans_scaffold00012	322
2314678	2315973	261567	262847	1296	1281	91.49	3026171	904282	0.04	0.14	redundans_scaffold00012	322
2315402	2316427	34748	33724	1026	1025	96.90	3026171	171857	0.03	0.60	redundans_scaffold00012	260
2318598	2322383	278434	282033	3786	3600	86.40	3026171	904282	0.13	0.40	redundans_scaffold00012	322
2318599	2322383	265264	268991	3785	3728	89.16	3026171	904282	0.13	0.41	redundans_scaffold00012	322
2319298	2320680	31066	29676	1383	1391	84.47	3026171	171857	0.05	0.81	redundans_scaffold00012	260
2320868	2324779	29492	25521	3912	3972	88.70	3026171	171857	0.13	2.31	redundans_scaffold00012	260
2322571	2324639	269184	271248	2069	2065	87.19	3026171	904282	0.07	0.23	redundans_scaffold00012	322
2322571	2324639	282224	284196	2069	1973	84.92	3026171	904282	0.07	0.22	redundans_scaffold00012	322
2325112	2326122	271807	272810	1011	1004	87.63	3026171	904282	0.03	0.11	redundans_scaffold00012	322
2329273	2331160	289542	291481	1888	1940	83.64	3026171	904282	0.06	0.21	redundans_scaffold00012	322
2329412	2331515	21534	19423	2104	2112	96.99	3026171	171857	0.07	1.23	redundans_scaffold00012	260
2331451	2332704	19429	18217	1254	1213	88.50	3026171	171857	0.04	0.71	redundans_scaffold00012	260
2332720	2334873	18027	15867	2154	2161	93.26	3026171	171857	0.07	1.26	redundans_scaffold00012	260
2336649	2339292	15227	12588	2644	2640	98.60	3026171	171857	0.09	1.54	redundans_scaffold00012	260
2339287	2345241	11494	5622	5955	5873	96.31	3026171	171857	0.20	3.42	redundans_scaffold00012	260
2340176	2341205	302152	303186	1030	1035	80.53	3026171	904282	0.03	0.11	redundans_scaffold00012	322
2344062	2345241	305651	306827	1180	1177	95.28	3026171	904282	0.04	0.13	redundans_scaffold00012	322
2345241	2347450	24861	22638	2210	2224	90.18	3026171	358937	0.07	0.62	redundans_scaffold00012	1062
2348362	2350483	307069	309180	2122	2112	97.18	3026171	904282	0.07	0.23	redundans_scaffold00012	322
2349100	2352353	3266	1	3254	3266	98.60	3026171	171857	0.11	1.90	redundans_scaffold00012	260
2351378	2353221	309281	311154	1844	1874	94.37	3026171	904282	0.06	0.21	redundans_scaffold00012	322
2362622	2364451	311745	313545	1830	1801	90.17	3026171	904282	0.06	0.20	redundans_scaffold00012	322
2369135	2372498	316288	319612	3364	3325	87.31	3026171	904282	0.11	0.37	redundans_scaffold00012	322
2387307	2388718	334988	336380	1412	1393	88.73	3026171	904282	0.05	0.15	redundans_scaffold00012	322
2401575	3026171	624597	1	624597	624597	100.00	3026171	624597	20.64	100.00	redundans_scaffold00012	220
2408979	2410098	312520	313569	1120	1050	90.56	3026171	456556	0.04	0.23	redundans_scaffold00012	1456
2414885	2416074	213429	214597	1190	1169	89.06	3026171	741226	0.04	0.16	redundans_scaffold00012	702
2417033	2418906	241568	239569	1874	2000	87.83	3026171	741226	0.06	0.27	redundans_scaffold00012	702
2417033	2418975	541953	543991	1943	2039	91.41	3026171	544002	0.06	0.37	redundans_scaffold00012	80
2419853	2438884	20432	1428	19032	19005	99.67	3026171	948948	0.63	2.00	redundans_scaffold00012	138
2420464	2438882	186387	168101	18419	18287	98.22	3026171	271829	0.61	6.73	redundans_scaffold00012	1516
2427085	2438878	14304	26146	11794	11843	98.35	3026171	220113	0.39	5.38	redundans_scaffold00012	792
2464738	2465914	195446	196623	1177	1178	92.09	3026171	741226	0.04	0.16	redundans_scaffold00012	702
2474689	2475917	205162	206395	1229	1234	97.73	3026171	741226	0.04	0.17	redundans_scaffold00012	702
2477136	2478498	529979	531347	1363	1369	96.50	3026171	544002	0.05	0.25	redundans_scaffold00012	80
2486719	2487945	220485	221734	1227	1250	89.26	3026171	741226	0.04	0.17	redundans_scaffold00012	702
2488888	2490060	529753	528557	1173	1197	91.44	3026171	544002	0.04	0.22	redundans_scaffold00012	80
2490395	2497503	527866	520702	7109	7165	96.57	3026171	544002	0.23	1.32	redundans_scaffold00012	80
2490395	2492438	531979	534067	2044	2089	93.18	3026171	544002	0.07	0.38	redundans_scaffold00012	80
2497532	2512800	525292	509989	15269	15304	97.25	3026171	544002	0.50	2.81	redundans_scaffold00012	80
2512978	2514721	509832	508145	1744	1688	91.38	3026171	544002	0.06	0.31	redundans_scaffold00012	80
2516468	2519403	506648	503712	2936	2937	95.13	3026171	544002	0.10	0.54	redundans_scaffold00012	80
2520651	2522434	502624	500813	1784	1812	93.52	3026171	544002	0.06	0.33	redundans_scaffold00012	80
2522926	2527420	500394	495925	4495	4470	94.69	3026171	544002	0.15	0.82	redundans_scaffold00012	80
2534501	2536242	488113	486334	1742	1780	94.13	3026171	544002	0.06	0.33	redundans_scaffold00012	80
2541656	2542729	290158	291182	1074	1025	84.58	3026171	741226	0.04	0.14	redundans_scaffold00012	702
2545229	2546356	480322	479229	1128	1094	91.52	3026171	544002	0.04	0.20	redundans_scaffold00012	80
2547926	2549168	476650	475444	1243	1207	86.68	3026171	544002	0.04	0.22	redundans_scaffold00012	80
2549677	2552051	475017	472656	2375	2362	93.42	3026171	544002	0.08	0.43	redundans_scaffold00012	80
2549678	2552045	296596	298918	2368	2323	89.34	3026171	741226	0.08	0.31	redundans_scaffold00012	702
2552343	2560466	472242	464107	8124	8136	97.33	3026171	544002	0.27	1.50	redundans_scaffold00012	80
2556602	2559481	303962	306844	2880	2883	86.97	3026171	741226	0.10	0.39	redundans_scaffold00012	702
2561304	2567001	463571	457857	5698	5715	98.81	3026171	544002	0.19	1.05	redundans_scaffold00012	80
2572717	2582622	104765	94862	9906	9904	99.74	3026171	458017	0.33	2.16	redundans_scaffold00012	1540
2582621	2588240	457863	452255	5620	5609	99.40	3026171	544002	0.19	1.03	redundans_scaffold00012	80
2588688	2594739	452262	446209	6052	6054	99.28	3026171	544002	0.20	1.11	redundans_scaffold00012	80
2595922	2604547	447991	439360	8626	8632	93.61	3026171	544002	0.29	1.59	redundans_scaffold00012	80
2604978	2606151	439015	437884	1174	1132	89.39	3026171	544002	0.04	0.21	redundans_scaffold00012	80
2611197	2612524	434319	432990	1328	1330	95.67	3026171	544002	0.04	0.24	redundans_scaffold00012	80
2614446	2615711	431087	429841	1266	1247	90.89	3026171	544002	0.04	0.23	redundans_scaffold00012	80
2617135	2620084	429278	426272	2950	3007	92.88	3026171	544002	0.10	0.55	redundans_scaffold00012	80
2621850	2626742	424630	419724	4893	4907	92.30	3026171	544002	0.16	0.90	redundans_scaffold00012	80
2628277	2629385	418098	416992	1109	1107	90.52	3026171	544002	0.04	0.20	redundans_scaffold00012	80
2628858	2634186	361110	366321	5329	5212	92.37	3026171	741226	0.18	0.70	redundans_scaffold00012	702
2634362	2636051	414302	412624	1690	1679	88.75	3026171	544002	0.06	0.31	redundans_scaffold00012	80
2636104	2638011	412475	410540	1908	1936	94.22	3026171	544002	0.06	0.36	redundans_scaffold00012	80
2639166	2643003	409418	405569	3838	3850	90.36	3026171	544002	0.13	0.71	redundans_scaffold00012	80
2642996	2645931	405011	402064	2936	2948	93.45	3026171	544002	0.10	0.54	redundans_scaffold00012	80
2644004	2645577	377445	379013	1574	1569	91.96	3026171	741226	0.05	0.21	redundans_scaffold00012	702
2646786	2649140	401213	398873	2355	2341	94.32	3026171	544002	0.08	0.43	redundans_scaffold00012	80
2649043	2654352	399584	394380	5310	5205	93.03	3026171	544002	0.18	0.96	redundans_scaffold00012	80
2654460	2660379	394266	388352	5920	5915	93.58	3026171	544002	0.20	1.09	redundans_scaffold00012	80
2660883	2663653	388376	385640	2771	2737	88.69	3026171	544002	0.09	0.50	redundans_scaffold00012	80
2663653	2672562	385503	376570	8910	8934	96.85	3026171	544002	0.29	1.64	redundans_scaffold00012	80
2668088	2669470	375642	374257	1383	1386	96.13	3026171	544002	0.05	0.25	redundans_scaffold00012	80
2670979	2671985	372893	371880	1007	1014	85.91	3026171	544002	0.03	0.19	redundans_scaffold00012	80
2672882	2673943	369758	368700	1062	1059	89.47	3026171	544002	0.04	0.19	redundans_scaffold00012	80
2674017	2679456	429979	435501	5440	5523	90.54	3026171	741226	0.18	0.75	redundans_scaffold00012	702
2680983	2683191	366288	364109	2209	2180	91.96	3026171	544002	0.07	0.40	redundans_scaffold00012	80
2684524	2686598	362698	360597	2075	2102	94.70	3026171	544002	0.07	0.39	redundans_scaffold00012	80
2686772	2689635	360316	357468	2864	2849	92.05	3026171	544002	0.09	0.52	redundans_scaffold00012	80
2690813	2693844	356744	353698	3032	3047	90.57	3026171	544002	0.10	0.56	redundans_scaffold00012	80
2693954	2703008	353579	344524	9055	9056	98.38	3026171	544002	0.30	1.66	redundans_scaffold00012	80
2698764	2699831	394285	395342	1068	1058	90.63	3026171	544002	0.04	0.19	redundans_scaffold00012	80
2705154	2708262	344987	341858	3109	3130	96.15	3026171	544002	0.10	0.58	redundans_scaffold00012	80
2708247	2712758	45723	50228	4512	4506	99.58	3026171	96020	0.15	4.69	redundans_scaffold00012	1700
2708262	2709396	27374	26250	1135	1125	95.96	3026171	671700	0.04	0.17	redundans_scaffold00012	216
2712755	2715334	341864	339316	2580	2549	94.49	3026171	544002	0.09	0.47	redundans_scaffold00012	80
2719434	2721169	336407	334716	1736	1692	91.88	3026171	544002	0.06	0.31	redundans_scaffold00012	80
2721945	2723092	333842	332710	1148	1133	93.42	3026171	544002	0.04	0.21	redundans_scaffold00012	80
2725943	2727473	329573	328047	1531	1527	91.86	3026171	544002	0.05	0.28	redundans_scaffold00012	80
2727622	2731007	327968	324582	3386	3387	95.36	3026171	544002	0.11	0.62	redundans_scaffold00012	80
2731686	2736438	324588	319906	4753	4683	91.77	3026171	544002	0.16	0.86	redundans_scaffold00012	80
2738712	2739760	479255	480300	1049	1046	93.04	3026171	741226	0.03	0.14	redundans_scaffold00012	702
2738726	2747712	317689	308725	8987	8965	95.70	3026171	544002	0.30	1.65	redundans_scaffold00012	80
2740495	2744280	480389	484130	3786	3742	91.25	3026171	741226	0.13	0.50	redundans_scaffold00012	702
2749359	2751235	306953	305047	1877	1907	95.98	3026171	544002	0.06	0.35	redundans_scaffold00012	80
2751929	2759477	304840	297307	7549	7534	96.22	3026171	544002	0.25	1.38	redundans_scaffold00012	80
2759481	2760681	501126	502357	1201	1232	86.87	3026171	741226	0.04	0.17	redundans_scaffold00012	702
2759882	2762587	296487	293773	2706	2715	95.38	3026171	544002	0.09	0.50	redundans_scaffold00012	80
2762736	2769909	279175	272123	7174	7053	93.08	3026171	544002	0.24	1.30	redundans_scaffold00012	80
2770889	2772042	337429	336261	1154	1169	94.81	3026171	395638	0.04	0.30	redundans_scaffold00012	1076
2772208	2774483	270456	268190	2276	2267	93.46	3026171	544002	0.08	0.42	redundans_scaffold00012	80
2774615	2778655	268186	264118	4041	4069	91.73	3026171	544002	0.13	0.75	redundans_scaffold00012	80
2782194	2785467	259887	256669	3274	3219	94.21	3026171	544002	0.11	0.59	redundans_scaffold00012	80
2792238	2793272	260781	261822	1035	1042	92.07	3026171	575656	0.03	0.18	redundans_scaffold00012	474
2792242	2793272	4973	6016	1031	1044	95.59	3026171	78993	0.03	1.32	redundans_scaffold00012	746
2794985	2797948	254802	251907	2964	2896	95.03	3026171	544002	0.10	0.53	redundans_scaffold00012	80
2799066	2800350	250412	249135	1285	1278	95.14	3026171	544002	0.04	0.23	redundans_scaffold00012	80
2800345	2828140	241134	213029	27796	28106	98.02	3026171	544002	0.92	5.17	redundans_scaffold00012	80
2808230	2809372	26474	27611	1143	1138	97.83	3026171	148316	0.04	0.77	redundans_scaffold00012	96
2810568	2814066	544051	547566	3499	3516	93.47	3026171	741226	0.12	0.47	redundans_scaffold00012	702
2817094	2819790	549346	552062	2697	2717	89.49	3026171	741226	0.09	0.37	redundans_scaffold00012	702
2828139	2829180	122114	123139	1042	1026	93.80	3026171	131101	0.03	0.78	redundans_scaffold00012	368
2828141	2829224	409176	410239	1084	1064	87.70	3026171	474369	0.04	0.22	redundans_scaffold00012	262
2830832	2833016	213032	210706	2185	2327	92.35	3026171	544002	0.07	0.43	redundans_scaffold00012	80
2833167	2837032	210674	206592	3866	4083	89.10	3026171	544002	0.13	0.75	redundans_scaffold00012	80
2837013	2840683	206377	202683	3671	3695	94.16	3026171	544002	0.12	0.68	redundans_scaffold00012	80
2841164	2842760	201461	199850	1597	1612	97.46	3026171	544002	0.05	0.30	redundans_scaffold00012	80
2841170	2844465	201455	198095	3296	3361	95.41	3026171	544002	0.11	0.62	redundans_scaffold00012	80
2844464	2850114	197188	191539	5651	5650	97.40	3026171	544002	0.19	1.04	redundans_scaffold00012	80
2854717	2856055	189179	187850	1339	1330	94.83	3026171	544002	0.04	0.24	redundans_scaffold00012	80
2854734	2855951	594237	595413	1218	1177	91.15	3026171	741226	0.04	0.16	redundans_scaffold00012	702
2857310	2859173	186930	185057	1864	1874	85.71	3026171	544002	0.06	0.34	redundans_scaffold00012	80
2859426	2860832	184725	183290	1407	1436	90.00	3026171	544002	0.05	0.26	redundans_scaffold00012	80
2861068	2862419	183027	181675	1352	1353	95.48	3026171	544002	0.04	0.25	redundans_scaffold00012	80
2862641	2864334	181551	179860	1694	1692	94.93	3026171	544002	0.06	0.31	redundans_scaffold00012	80
2866950	2874122	177353	170191	7173	7163	96.20	3026171	544002	0.24	1.32	redundans_scaffold00012	80
2874855	2880937	168346	162178	6083	6169	94.72	3026171	544002	0.20	1.13	redundans_scaffold00012	80
2876467	2878545	617373	619416	2079	2044	87.74	3026171	741226	0.07	0.28	redundans_scaffold00012	702
2882034	2883248	160154	158946	1215	1209	94.77	3026171	544002	0.04	0.22	redundans_scaffold00012	80
2883544	2885439	158779	156884	1896	1896	95.82	3026171	544002	0.06	0.35	redundans_scaffold00012	80
2886127	2889021	156884	154002	2895	2883	94.75	3026171	544002	0.10	0.53	redundans_scaffold00012	80
2895405	2900244	644372	649160	4840	4789	89.03	3026171	741226	0.16	0.65	redundans_scaffold00012	702
2895405	2903641	151592	143302	8237	8291	96.08	3026171	544002	0.27	1.52	redundans_scaffold00012	80
2900480	2902294	649320	651181	1815	1862	93.38	3026171	741226	0.06	0.25	redundans_scaffold00012	702
2904171	2906990	652801	655592	2820	2792	89.95	3026171	741226	0.09	0.38	redundans_scaffold00012	702
2904443	2911052	142362	135770	6610	6593	97.46	3026171	544002	0.22	1.21	redundans_scaffold00012	80
2910824	2917961	135248	128118	7138	7131	98.43	3026171	544002	0.24	1.31	redundans_scaffold00012	80
2919566	2923047	126153	122667	3482	3487	97.75	3026171	544002	0.12	0.64	redundans_scaffold00012	80
2923908	2924931	44761	45766	1024	1006	94.53	3026171	51318	0.03	1.96	redundans_scaffold00012	1268
2923908	2924923	263812	264836	1016	1025	95.97	3026171	304858	0.03	0.34	redundans_scaffold00012	394
2925242	2930936	122392	116681	5695	5712	94.16	3026171	544002	0.19	1.05	redundans_scaffold00012	80
2927542	2928620	681199	682292	1079	1094	92.29	3026171	741226	0.04	0.15	redundans_scaffold00012	702
2927542	2928849	683781	685084	1308	1304	90.28	3026171	741226	0.04	0.18	redundans_scaffold00012	702
2931624	2936154	116063	111542	4531	4522	96.27	3026171	544002	0.15	0.83	redundans_scaffold00012	80
2936460	2939462	111438	108518	3003	2921	89.34	3026171	544002	0.10	0.54	redundans_scaffold00012	80
2941809	2942845	105602	104570	1037	1033	91.28	3026171	544002	0.03	0.19	redundans_scaffold00012	80
2942849	2945666	104459	101647	2818	2813	95.12	3026171	544002	0.09	0.52	redundans_scaffold00012	80
2946000	2957588	101392	89900	11589	11493	96.20	3026171	544002	0.38	2.11	redundans_scaffold00012	80
2957586	2961571	113604	117585	3986	3982	99.37	3026171	134229	0.13	2.97	redundans_scaffold00012	30
2961558	2967877	89901	83638	6320	6264	93.60	3026171	544002	0.21	1.15	redundans_scaffold00012	80
2968904	2982260	81447	68183	13357	13265	97.79	3026171	544002	0.44	2.44	redundans_scaffold00012	80
2986820	2988011	66752	65534	1192	1219	85.04	3026171	544002	0.04	0.22	redundans_scaffold00012	80
2992295	2994819	138788	136193	2525	2596	94.31	3026171	624240	0.08	0.42	redundans_scaffold00012	360
2997721	3013236	59841	44235	15516	15607	95.96	3026171	544002	0.51	2.87	redundans_scaffold00012	80
3014122	3018148	44236	40275	4027	3962	93.36	3026171	544002	0.13	0.73	redundans_scaffold00012	80
3023279	3026171	37882	34918	2893	2965	94.59	3026171	544002	0.10	0.55	redundans_scaffold00012	80
16	1100830	1	1100815	1100815	1100815	100.00	1100830	1100815	100.00	100.00	redundans_scaffold00013	244
13615	14819	48519	47340	1205	1180	86.30	1100830	281614	0.11	0.42	redundans_scaffold00013	252
19235	20337	1994	3100	1103	1107	97.67	1100830	142300	0.10	0.78	redundans_scaffold00013	1824
19240	20362	87285	88394	1123	1110	97.61	1100830	304075	0.10	0.37	redundans_scaffold00013	402
19240	20362	789079	790271	1123	1193	88.76	1100830	1115537	0.10	0.11	redundans_scaffold00013	844
46945	49256	1	2297	2312	2297	95.37	1100830	476481	0.21	0.48	redundans_scaffold00013	832
57168	62285	10224	15619	5118	5396	88.45	1100830	476481	0.46	1.13	redundans_scaffold00013	832
64512	66566	16641	18753	2055	2113	94.17	1100830	476481	0.19	0.44	redundans_scaffold00013	832
67642	69673	18746	20841	2032	2096	95.03	1100830	476481	0.18	0.44	redundans_scaffold00013	832
69674	70754	312879	313965	1081	1087	96.36	1100830	802605	0.10	0.14	redundans_scaffold00013	210
69674	70750	518563	517472	1077	1092	97.99	1100830	694223	0.10	0.16	redundans_scaffold00013	518
70751	78763	20834	29146	8013	8313	94.57	1100830	476481	0.73	1.74	redundans_scaffold00013	832
78763	100100	30215	52411	21338	22197	93.00	1100830	476481	1.94	4.66	redundans_scaffold00013	832
100092	102346	54297	56581	2255	2285	96.18	1100830	476481	0.20	0.48	redundans_scaffold00013	832
